,time,tz,alert,dmin,sources,mmi,net,tipe,url,id,ids,code,rms,detail,cdi,mag,updated,gap,mag_type,types,nst,sig,felt,place,status,tsunami
44,1642709161500,,,0.008198,",nc,",,nc,earthquake,https://earthquake.usgs.gov/earthquakes/eventpage/nc73681166,nc73681166,",nc73681166,",73681166,0.01,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=nc73681166&format=geojson,,1.41,1642712592246,79,md,",nearby-cities,origin,phase-data,scitech-link,",12.0,31,,"6km WNW of The Geysers, CA",automatic,0
45,1642709130967,,,6.73,",us,",,us,earthquake,https://earthquake.usgs.gov/earthquakes/eventpage/us7000gdmq,us7000gdmq,",us7000gdmq,",7000gdmq,0.84,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=us7000gdmq&format=geojson,,4.8,1642710265040,205,mb,",origin,phase-data,",,354,,"89 km NNW of Nuku‘alofa, Tonga",reviewed,0
46,1642709107870,,,0.009265,",nc,",,nc,earthquake,https://earthquake.usgs.gov/earthquakes/eventpage/nc73681161,nc73681161,",nc73681161,",73681161,0.04,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=nc73681161&format=geojson,,1.43,1642711032097,66,md,",focal-mechanism,nearby-cities,origin,phase-data,scitech-link,",30.0,31,,"6km WNW of The Geysers, CA",automatic,0
47,1642708828897,,,0.125,",nn,",,nn,earthquake,https://earthquake.usgs.gov/earthquakes/eventpage/nn00832079,nn00832079,",nn00832079,",00832079,0.1345,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=nn00832079&format=geojson,,1.5,1642709048128,123.2,ml,",origin,phase-data,",14.0,35,,"37 km SE of Mina, Nevada",automatic,0
48,1642708685800,,,,",hv,",,hv,earthquake,https://earthquake.usgs.gov/earthquakes/eventpage/hv72883302,hv72883302,",hv72883302,",72883302,0.119999997,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=hv72883302&format=geojson,,2.00999999,1642708890260,126,md,",origin,phase-data,",43.0,62,,"6 km ENE of P?hala, Hawaii",automatic,0
49,1642708425420,,,0.081,",mb,",,mb,earthquake,https://earthquake.usgs.gov/earthquakes/eventpage/mb80536489,mb80536489,",mb80536489,",80536489,0.29,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=mb80536489&format=geojson,,1.87,1642717021220,66,ml,",origin,phase-data,",14.0,54,,"11 km SE of Challis, Idaho",reviewed,0
50,1642708294450,,,0.05861,",ci,",,ci,earthquake,https://earthquake.usgs.gov/earthquakes/eventpage/ci39918599,ci39918599,",ci39918599,",39918599,0.1,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=ci39918599&format=geojson,,0.73,1642712998704,135,ml,",nearby-cities,origin,phase-data,scitech-link,",20.0,8,,"1km S of Valle Vista, CA",reviewed,0
51,1642708230432,,,,",ak,",,ak,earthquake,https://earthquake.usgs.gov/earthquakes/eventpage/ak022xecyip,ak022xecyip,",ak022xecyip,",022xecyip,0.38,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=ak022xecyip&format=geojson,,1.6,1642708814321,,ml,",origin,",,39,,"43 km SW of Skwentna, Alaska",automatic,0
52,1642707734950,,,0.006814,",uu,",,uu,earthquake,https://earthquake.usgs.gov/earthquakes/eventpage/uu60478292,uu60478292,",uu60478292,",60478292,0.15,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=uu60478292&format=geojson,,2.03,1642709480220,114,ml,",origin,phase-data,",18.0,63,,"15 km SSE of Sunnyside, Utah",reviewed,0
53,1642707692220,,,0.01052,",nc,",,nc,earthquake,https://earthquake.usgs.gov/earthquakes/eventpage/nc71127069,nc71127069,",nc71127069,",71127069,0.02,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=nc71127069&format=geojson,,-0.16,1642718333798,71,md,",nearby-cities,origin,phase-data,",9.0,0,,"8km NW of The Geysers, CA",reviewed,0
54,1642707658830,,,0.006428,",nc,",,nc,earthquake,https://earthquake.usgs.gov/earthquakes/eventpage/nc73681156,nc73681156,",nc73681156,",73681156,0.03,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=nc73681156&format=geojson,,0.18,1642718272960,102,md,",nearby-cities,origin,phase-data,",11.0,0,,"3km SW of Anderson Springs, CA",reviewed,0
55,1642707433670,,,0.006289,",uu,",,uu,earthquake,https://earthquake.usgs.gov/earthquakes/eventpage/uu60478287,uu60478287,",uu60478287,",60478287,0.08,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=uu60478287&format=geojson,,1.53,1642710622160,193,md,",origin,phase-data,",7.0,36,,"15 km SSE of Sunnyside, Utah",reviewed,0
56,1642707348220,,,,",hv,",,hv,earthquake,https://earthquake.usgs.gov/earthquakes/eventpage/hv72883272,hv72883272,",hv72883272,",72883272,0.100000001,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=hv72883272&format=geojson,,2.22000003,1642707519760,82,md,",origin,phase-data,",8.0,76,,"5 km SW of Volcano, Hawaii",automatic,0
57,1642707327282,,,0.099,",nn,",,nn,earthquake,https://earthquake.usgs.gov/earthquakes/eventpage/nn00832078,nn00832078,",nn00832078,",00832078,0.0701,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=nn00832078&format=geojson,,1,1642707575192,173.76,ml,",origin,phase-data,",9.0,15,,"34 km SE of Mina, Nevada",automatic,0
58,1642706846730,,,,",hv,",,hv,earthquake,https://earthquake.usgs.gov/earthquakes/eventpage/hv72883252,hv72883252,",hv72883252,",72883252,0.239999995,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=hv72883252&format=geojson,,1.75,1642707033700,79,md,",origin,phase-data,",17.0,47,,"6 km SW of Volcano, Hawaii",automatic,0
59,1642706265110,,,0.004995,",nc,",,nc,earthquake,https://earthquake.usgs.gov/earthquakes/eventpage/nc73681146,nc73681146,",nc73681146,",73681146,0.02,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=nc73681146&format=geojson,,0.76,1642706361436,128,md,",nearby-cities,origin,phase-data,",15.0,9,,"9km NW of The Geysers, CA",automatic,0
60,1642706207064,,,0.031,",nn,",,nn,earthquake,https://earthquake.usgs.gov/earthquakes/eventpage/nn00832074,nn00832074,",nn00832074,",00832074,0.0785,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=nn00832074&format=geojson,,0.9,1642706445793,140.1,ml,",origin,phase-data,",10.0,12,,"29 km SSE of Mina, Nevada",automatic,0
61,1642706145450,,,0.01082,",nc,",,nc,earthquake,https://earthquake.usgs.gov/earthquakes/eventpage/nc73681141,nc73681141,",nc73681141,",73681141,0.01,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=nc73681141&format=geojson,,0.85,1642706242567,85,md,",nearby-cities,origin,phase-data,",13.0,11,,"8km NW of The Geysers, CA",automatic,0
62,1642706126540,,,0.007979,",nc,",,nc,earthquake,https://earthquake.usgs.gov/earthquakes/eventpage/nc73681136,nc73681136,",nc73681136,",73681136,0.05,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=nc73681136&format=geojson,,1.8,1642708091969,44,md,",nearby-cities,origin,phase-data,scitech-link,",26.0,50,,"8km NW of The Geysers, CA",automatic,0
63,1642705864900,,,0.04422,",ci,",,ci,earthquake,https://earthquake.usgs.gov/earthquakes/eventpage/ci39918543,ci39918543,",ci39918543,",39918543,0.12,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=ci39918543&format=geojson,,0.56,1642707726342,36,ml,",nearby-cities,origin,phase-data,scitech-link,",31.0,5,,"6km SW of Anza, CA",reviewed,0
64,1642705748059,,,2.702,",us,",,us,earthquake,https://earthquake.usgs.gov/earthquakes/eventpage/us7000gdm7,us7000gdm7,",us7000gdm7,",7000gdm7,0.82,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=us7000gdm7&format=geojson,7.2,5,1642709979468,142,mww,",dyfi,origin,phase-data,",,388,5.0,"45 km S of San Mateo del Mar, Mexico",reviewed,0
65,1642705651800,,,0.812,",mb,",,mb,earthquake,https://earthquake.usgs.gov/earthquakes/eventpage/mb80536484,mb80536484,",mb80536484,",80536484,0.15,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=mb80536484&format=geojson,,1.8,1642717493760,82,ml,",origin,phase-data,",10.0,50,,"20 km WNW of Stanley, Idaho",reviewed,0
66,1642705368630,,,0.00553,",nc,",,nc,earthquake,https://earthquake.usgs.gov/earthquakes/eventpage/nc73681131,nc73681131,",nc73681131,",73681131,0.01,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=nc73681131&format=geojson,,0.55,1642716709441,114,md,",nearby-cities,origin,phase-data,",5.0,5,,"6km NW of The Geysers, CA",reviewed,0
67,1642705332910,,,0.004009,",nc,",,nc,earthquake,https://earthquake.usgs.gov/earthquakes/eventpage/nc73681126,nc73681126,",nc73681126,",73681126,0.02,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=nc73681126&format=geojson,,0.35,1642705426348,108,md,",nearby-cities,origin,phase-data,",8.0,2,,"6km NW of The Geysers, CA",automatic,0
68,1642705278290,,,0.08693,",ci,",,ci,earthquake,https://earthquake.usgs.gov/earthquakes/eventpage/ci39918503,ci39918503,",ci39918503,",39918503,0.15,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=ci39918503&format=geojson,,1.24,1642707192132,150,ml,",nearby-cities,origin,phase-data,scitech-link,",29.0,24,,"24km S of Twentynine Palms, CA",reviewed,0
69,1642705200650,,,0.009469,",nc,",,nc,earthquake,https://earthquake.usgs.gov/earthquakes/eventpage/nc73681121,nc73681121,",nc73681121,",73681121,0.04,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=nc73681121&format=geojson,,0.85,1642705297516,61,md,",nearby-cities,origin,phase-data,",14.0,11,,"8km NW of The Geysers, CA",automatic,0
70,1642704703649,,,0.662,",nn,",,nn,earthquake,https://earthquake.usgs.gov/earthquakes/eventpage/nn00832073,nn00832073,",nn00832073,",00832073,0.0898,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=nn00832073&format=geojson,,1.5,1642704917074,174.4,ml,",origin,phase-data,",8.0,35,,Nevada,automatic,0
71,1642704112930,,,0.114,",nn,",,nn,earthquake,https://earthquake.usgs.gov/earthquakes/eventpage/nn00832070,nn00832070,",nn00832070,",00832070,0.0511,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=nn00832070&format=geojson,,1.2,1642704363863,165.11,ml,",origin,phase-data,",10.0,22,,"38 km SE of Mina, Nevada",automatic,0
72,1642703545930,,,,",hv,",,hv,earthquake,https://earthquake.usgs.gov/earthquakes/eventpage/hv72883172,hv72883172,",hv72883172,",72883172,0.100000001,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=hv72883172&format=geojson,,2.02999997,1642703742390,151,md,",origin,phase-data,",37.0,63,,"6 km E of P?hala, Hawaii",automatic,0
73,1642703426470,,,0.01219,",nc,",,nc,earthquake,https://earthquake.usgs.gov/earthquakes/eventpage/nc73681111,nc73681111,",nc73681111,",73681111,0.03,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=nc73681111&format=geojson,,1.11,1642705690730,70,md,",nearby-cities,origin,phase-data,scitech-link,",27.0,19,,"5km WNW of The Geysers, CA",automatic,0
